,mssubclass,mszoning,lotshape,lotconfig,neighborhood,condition1,bldgtype,housestyle,overallqual,overallcond,roofstyle,exterior1st,exterior2nd,masvnrtype,masvnrarea,extercond,foundation,bsmtqual,bsmtexposure,bsmtfintype1,totalbsmtsf,heatingqc,1stflrsf,grlivarea,bsmtfullbath,fullbath,halfbath,bedroomabvgr,totrmsabvgrd,fireplaces,garagetype,garagefinish,garagearea,saletype,saleprice,houseage,renoage,outdoorfeature
1146,60,RL,IR1,Inside,Gilbert,Norm,1Fam,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1,1,789.0,4,789,1465,0.0,2,1,3,7,1,Attchd,3,393.0,WD ,180400,12.416666666666742,12.416666666666742,1.0
1147,20,RL,IR1,Inside,NridgHt,Norm,1Fam,1Story,8,5,Gable,VinylSd,VinylSd,BrkFace,296.0,3,PConc,4,1,6,3206.0,5,1629,1629,1.0,2,0,3,7,1,Attchd,2,880.0,WD ,284000,6.8333333333332575,5.8333333333332575,0.0
1148,20,RL,Reg,Inside,NAmes,Feedr,1Fam,1Story,5,5,Gable,Wd Sdng,Wd Sdng,None,1.0,3,CBlock,3,1,3,912.0,5,912,912,0.0,1,0,2,5,0,Attchd,2,275.0,COD,114500,49.58333333333326,49.58333333333326,0.0
1149,20,RL,Reg,Inside,CollgCr,Norm,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,196.0,3,PConc,4,3,6,1552.0,5,1552,1552,0.0,2,0,3,7,0,Attchd,2,782.0,New,212900,1.5833333333332575,0.5833333333332575,1.0
1150,20,RL,IR2,Inside,CollgCr,Norm,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1,1,1413.0,5,1430,1430,0.0,2,0,3,6,0,Attchd,2,605.0,WD ,187100,8.5,7.5,1.0
1151,160,FV,Reg,Corner,Somerst,Norm,TwnhsE,2Story,6,5,Gable,MetalSd,MetalSd,BrkFace,1129.0,3,PConc,4,1,6,729.0,4,729,1458,0.0,2,1,2,5,1,Detchd,1,440.0,WD ,176000,8.5,8.5,1.0
1152,20,RL,IR1,CulDSac,Crawfor,Norm,1Fam,1Story,6,6,Hip,HdBoard,BrkFace,None,0.0,3,PConc,4,1,4,1488.0,5,1488,1488,0.0,2,0,3,7,2,Attchd,2,552.0,CWD,215000,39.75,39.75,1.0
1153,60,RL,Reg,Inside,CollgCr,Norm,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1,6,770.0,5,770,1582,0.0,2,1,3,6,0,Attchd,2,520.0,WD ,185900,4.75,4.75,1.0
1154,20,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,4,6,Gable,HdBoard,Plywood,None,0.0,3,CBlock,3,1,5,864.0,3,864,864,0.0,1,0,3,5,0,Detchd,1,660.0,WD ,120500,39.91666666666674,39.91666666666674,1.0
1155,60,RL,IR3,Inside,Gilbert,RRAn,1Fam,2Story,5,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,3,1,732.0,5,734,1838,0.0,2,1,4,7,1,BuiltIn,3,372.0,WD ,192140,1.5833333333332575,1.5833333333332575,1.0
1156,20,RL,Reg,Inside,Mitchel,Norm,1Fam,1Story,5,9,Gable,VinylSd,VinylSd,None,0.0,4,CBlock,3,1,5,816.0,5,816,816,0.0,1,0,3,5,1,Attchd,1,264.0,WD ,130500,26.833333333333258,0.8333333333332575,0.0
1157,50,RL,Reg,Inside,Edwards,Norm,1Fam,1.5Fin,4,3,Gable,WdShing,Wd Shng,None,0.0,3,Slab,0,0,0,0.0,3,1088,1529,0.0,2,0,4,9,0,Detchd,1,240.0,WD ,98000,64.33333333333326,59.33333333333326,1.0
1158,20,RL,Reg,Inside,CollgCr,Norm,1Fam,1Story,9,5,Hip,VinylSd,VinylSd,Stone,554.0,3,PConc,4,4,6,2271.0,5,2276,2276,1.0,2,0,3,7,2,Attchd,2,1348.0,WD ,475000,0.5,0.5,1.0
1159,30,RM,Reg,Corner,IDOTRR,Norm,1Fam,1Story,5,2,Gable,MetalSd,MetalSd,None,0.0,2,BrkTil,2,1,1,961.0,4,1077,1077,0.0,1,0,2,6,0,Detchd,1,338.0,WD ,67000,87.91666666666674,57.91666666666674,0.0
1160,60,RL,Reg,Inside,NridgHt,Norm,1Fam,2Story,8,5,Gable,VinylSd,VinylSd,Stone,300.0,3,PConc,5,1,6,1582.0,5,1610,2161,1.0,1,1,3,8,1,Attchd,3,789.0,New,325624,0.9166666666667425,0.9166666666667425,1.0
1161,20,RL,IR1,CulDSac,Mitchel,Norm,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1,6,1409.0,5,1409,1409,1.0,1,1,1,4,1,Attchd,2,576.0,WD ,245000,5.5833333333332575,5.5833333333332575,1.0
1162,20,RL,Reg,Inside,SawyerW,RRAe,1Fam,1Story,5,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,3,1,6,1114.0,5,1114,1114,1.0,1,1,3,6,0,Detchd,1,576.0,WD ,159000,4.5,4.5,1.0
1163,20,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,5,7,Hip,MetalSd,MetalSd,BrkFace,168.0,3,CBlock,3,1,5,1073.0,3,1073,1073,1.0,1,1,3,6,0,Attchd,2,515.0,WD ,156000,42.5,42.5,0.0
1164,20,RL,Reg,Inside,NridgHt,Norm,1Fam,1Story,10,5,Hip,VinylSd,VinylSd,Stone,200.0,3,PConc,5,4,6,3094.0,5,2402,2402,1.0,2,0,2,10,2,Attchd,3,672.0,WD ,555000,1.3333333333332575,1.3333333333332575,1.0
1165,20,RL,IR1,CulDSac,Veenker,Norm,1Fam,1Story,6,6,Gable,Plywood,Plywood,None,0.0,3,PConc,4,1,4,1232.0,3,1232,1232,0.0,2,0,3,6,0,Attchd,1,516.0,WD ,162500,24.5,24.5,0.0
1166,90,RL,Reg,Inside,SawyerW,Norm,Duplex,SFoyer,6,8,Gable,HdBoard,HdBoard,None,0.0,4,PConc,4,3,2,1344.0,4,1440,1440,2.0,2,0,2,8,0,Attchd,1,920.0,WD ,224500,13.333333333333258,13.333333333333258,1.0
1167,20,RL,IR1,Inside,Gilbert,Norm,1Fam,1Story,6,5,Hip,AsbShng,AsbShng,BrkFace,44.0,3,CBlock,3,1,1,1488.0,4,1488,1488,0.0,2,1,3,6,1,Attchd,2,738.0,WD ,133000,58.58333333333326,58.58333333333326,1.0
1168,60,RL,Reg,Inside,Gilbert,Norm,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1,1,783.0,5,807,1509,0.0,2,1,3,8,1,Attchd,3,393.0,WD ,180000,3.5833333333332575,3.5833333333332575,1.0
1169,20,RL,Reg,Inside,Mitchel,Norm,1Fam,1Story,5,6,Gable,HdBoard,Plywood,None,0.0,3,CBlock,3,1,6,845.0,4,845,845,0.0,1,0,3,6,0,Attchd,1,264.0,WD ,134500,26.583333333333258,3.5833333333332575,0.0
1170,60,RL,IR2,CulDSac,StoneBr,Norm,1Fam,2Story,10,5,Hip,VinylSd,VinylSd,BrkFace,1031.0,3,PConc,5,4,1,1410.0,5,1426,2945,0.0,3,1,3,10,1,BuiltIn,3,641.0,New,438780,0.8333333333332575,0.8333333333332575,1.0
1171,80,RL,IR1,Corner,NAmes,Norm,1Fam,SLvl,6,5,Gable,Plywood,Plywood,BrkFace,305.0,3,CBlock,4,4,6,1099.0,4,1431,1431,0.0,1,0,3,6,1,Basment,2,296.0,WD ,165000,47.0,47.0,1.0
1172,20,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,5,5,Gable,HdBoard,HdBoard,BrkFace,60.0,3,CBlock,3,1,4,892.0,3,892,892,0.0,1,0,3,5,0,Attchd,2,288.0,WD ,100000,42.58333333333326,42.58333333333326,0.0
1173,20,RL,IR1,Inside,NAmes,Norm,1Fam,1Story,7,6,Gable,Plywood,Plywood,BrkFace,128.0,3,CBlock,3,1,4,1329.0,4,1329,1329,0.0,1,1,3,5,2,Attchd,1,441.0,WD ,176000,49.66666666666674,49.66666666666674,1.0
1174,20,RL,Reg,Inside,Sawyer,Norm,1Fam,1Story,5,4,Hip,Wd Sdng,Plywood,None,0.0,3,CBlock,3,2,5,1763.0,3,1779,1779,1.0,1,1,3,6,1,Attchd,1,454.0,WD ,170000,51.58333333333326,32.58333333333326,1.0
1175,120,RL,Reg,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,Hip,VinylSd,VinylSd,BrkFace,130.0,3,PConc,4,1,1,1373.0,5,1555,1555,0.0,2,0,2,7,1,Attchd,3,660.0,WD ,174000,2.5,2.5,1.0
1176,50,RM,Reg,Inside,IDOTRR,Norm,1Fam,1.5Fin,6,6,Gable,Stucco,Stucco,None,0.0,3,PConc,3,1,3,768.0,3,788,1236,1.0,2,0,3,6,1,Detchd,1,384.0,WD ,127000,83.66666666666674,58.66666666666674,0.0
1177,60,RL,IR1,Inside,Gilbert,Norm,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1,1,831.0,5,873,1651,0.0,2,1,3,7,1,BuiltIn,3,450.0,WD ,185900,9.416666666666742,9.416666666666742,1.0
1178,30,RM,Reg,Inside,OldTown,Artery,1Fam,1Story,5,8,Gable,MetalSd,MetalSd,None,0.0,3,BrkTil,2,1,1,190.0,4,886,886,0.0,1,0,2,4,0,Attchd,1,273.0,WD ,91300,72.0,14.0,1.0
1179,20,RL,Reg,Inside,CollgCr,Norm,1Fam,1Story,6,5,Gable,VinylSd,VinylSd,BrkFace,120.0,3,PConc,4,3,6,1682.0,5,1700,1700,1.0,2,0,3,7,0,Attchd,2,544.0,WD ,200000,3.4166666666667425,3.4166666666667425,1.0
1180,50,RL,Reg,Inside,NAmes,Artery,1Fam,1.5Fin,6,6,Gable,Wd Sdng,Wd Sdng,BrkFace,320.0,3,CBlock,3,2,3,1040.0,5,1168,1846,0.0,2,0,3,7,1,Attchd,1,315.0,WD ,143000,58.08333333333326,57.08333333333326,0.0
1181,50,RL,Reg,Inside,Sawyer,Norm,1Fam,1.5Fin,5,5,Gable,MetalSd,MetalSd,None,0.0,4,CBlock,3,1,5,1052.0,5,1252,1920,1.0,2,0,4,8,1,Attchd,1,451.0,WD ,172500,48.58333333333326,48.58333333333326,0.0
1182,20,RL,Reg,Inside,Edwards,Norm,1Fam,1Story,4,6,Gable,VinylSd,VinylSd,Stone,20.0,4,CBlock,3,1,4,1088.0,3,1088,1088,0.0,1,0,2,4,0,Detchd,1,520.0,COD,110000,44.5,44.5,0.0
1183,20,RL,IR1,Corner,NAmes,Norm,1Fam,1Story,4,5,Gable,Wd Sdng,Wd Sdng,BrkFace,160.0,3,CBlock,3,1,4,1040.0,3,1362,1362,1.0,1,0,3,6,1,Attchd,2,768.0,WD ,140000,52.41666666666674,52.41666666666674,1.0
1184,20,RL,IR1,Inside,CollgCr,Norm,1Fam,1Story,6,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1,6,1314.0,4,1314,1314,0.0,2,0,3,6,1,Attchd,2,440.0,WD ,176432,1.25,1.25,1.0
1185,20,RL,Reg,Inside,SawyerW,Norm,1Fam,1Story,6,5,Gable,HdBoard,HdBoard,BrkFace,88.0,3,CBlock,4,1,6,1278.0,4,1294,1294,1.0,2,0,3,6,0,Attchd,2,496.0,WD ,179200,17.5,17.5,1.0
1186,20,RL,Reg,Inside,CollgCr,Norm,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,80.0,3,PConc,4,1,6,1274.0,5,1274,1274,1.0,2,0,3,6,0,Attchd,2,508.0,New,203000,2.0833333333332575,0.08333333333325754,1.0
1187,20,RL,Reg,Inside,Somerst,Norm,1Fam,1Story,7,6,Hip,VinylSd,VinylSd,Stone,0.0,3,PConc,4,3,1,1689.0,5,1689,1689,0.0,2,0,3,7,0,Attchd,2,954.0,New,248328,0.5,0.5,1.0
1188,20,RL,IR1,Corner,Timber,Norm,1Fam,1Story,9,5,Gable,CemntBd,CmentBd,BrkFace,406.0,3,PConc,5,4,6,1641.0,5,1641,1641,1.0,2,0,3,7,0,Attchd,3,885.0,WD ,316500,1.0833333333332575,1.0833333333332575,1.0
1189,50,RL,Reg,Inside,Edwards,Norm,1Fam,1.5Fin,7,5,Gable,BrkFace,Plywood,None,0.0,3,CBlock,3,1,1,570.0,3,617,1079,0.0,1,0,2,5,1,Attchd,1,249.0,WD ,125600,60.08333333333326,58.08333333333326,1.0
1190,20,RM,Reg,Inside,OldTown,Norm,1Fam,1Story,5,6,Gable,MetalSd,MetalSd,BrkFace,164.0,3,CBlock,3,1,3,984.0,4,984,984,1.0,1,0,2,5,0,Detchd,1,308.0,WD ,110000,49.5,49.5,0.0
1191,30,RM,Reg,Inside,OldTown,Norm,1Fam,1Story,4,4,Hip,MetalSd,MetalSd,None,0.0,3,PConc,3,1,5,960.0,4,960,960,0.0,1,0,2,5,0,Detchd,1,308.0,WD ,108500,87.58333333333326,57.58333333333326,1.0
1192,20,C (all),Reg,Inside,IDOTRR,Norm,1Fam,1Story,5,5,Hip,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,3,1,540.0,3,1044,1044,0.0,1,0,2,4,0,Basment,1,504.0,WD ,55993,58.5,58.5,0.0
1193,50,RM,Reg,Inside,OldTown,Artery,1Fam,1.5Fin,5,7,Gable,VinylSd,VinylSd,None,0.0,4,BrkTil,3,1,4,1027.0,5,1027,1633,0.0,1,0,3,7,1,Detchd,1,240.0,WD ,129000,62.5,1.5,1.0
1194,20,RL,IR1,Inside,Timber,Norm,1Fam,1Story,6,6,Gable,HdBoard,HdBoard,BrkFace,72.0,3,CBlock,4,1,6,1112.0,4,1137,1137,1.0,2,0,2,5,1,Attchd,1,551.0,WD ,176000,19.583333333333258,19.583333333333258,1.0
1195,20,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,6,7,Gable,HdBoard,HdBoard,BrkFace,295.0,3,CBlock,3,1,3,1380.0,2,1380,1380,0.0,1,1,3,6,0,Attchd,1,364.0,WD ,154000,46.5,46.5,1.0
1196,20,RL,Reg,Corner,Timber,Norm,1Fam,1Story,6,5,Gable,Plywood,HdBoard,BrkFace,228.0,4,CBlock,4,3,6,1256.0,5,1256,1256,0.0,2,0,3,6,1,Attchd,1,578.0,WD ,180000,22.25,22.25,1.0
1197,120,RM,Reg,Inside,MeadowV,Norm,TwnhsE,1Story,5,5,Gable,CemntBd,CmentBd,None,0.0,3,PConc,4,1,5,1142.0,3,1142,1142,1.0,1,1,3,6,1,Attchd,3,528.0,WD ,134000,31.666666666666742,31.666666666666742,1.0
1198,20,RL,Reg,Corner,Edwards,Norm,1Fam,1Story,6,7,Gable,WdShing,Wd Shng,None,0.0,3,CBlock,3,3,5,1202.0,3,2158,2158,1.0,2,0,4,7,1,Attchd,1,576.0,WD ,243000,57.5,6.5,1.0
1199,20,RL,Reg,Inside,Timber,Norm,1Fam,1Story,8,5,Hip,VinylSd,VinylSd,BrkFace,236.0,3,PConc,4,3,6,1616.0,5,1629,1629,1.0,2,0,3,9,1,Attchd,3,808.0,WD ,270000,5.9166666666667425,4.9166666666667425,1.0
1200,20,RL,Reg,Corner,Mitchel,Norm,1Fam,1Story,6,5,Gable,VinylSd,VinylSd,None,0.0,4,PConc,3,1,5,1084.0,3,1080,1080,0.0,1,1,3,5,0,Attchd,1,484.0,WD ,134000,24.5,24.5,1.0
1201,60,RL,Reg,Inside,NoRidge,Norm,1Fam,2Story,7,5,Gable,HdBoard,HdBoard,BrkFace,256.0,3,PConc,4,4,6,1347.0,5,1372,2646,1.0,2,1,4,9,1,Attchd,2,656.0,WD ,260000,16.333333333333258,16.333333333333258,1.0
1202,60,RL,Reg,Inside,CollgCr,Norm,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1,1,738.0,4,738,1491,0.0,2,1,3,7,1,Attchd,2,484.0,WD ,168675,1.4166666666667425,1.4166666666667425,1.0
1203,80,RL,IR1,CulDSac,Gilbert,Norm,1Fam,SLvl,6,5,Gable,HdBoard,HdBoard,BrkFace,32.0,3,PConc,4,1,2,392.0,4,924,1694,0.0,2,1,3,7,1,BuiltIn,3,398.0,WD ,160000,13.25,13.25,1.0
1204,50,RM,Reg,Inside,OldTown,Norm,1Fam,1.5Fin,5,9,Gable,Wd Sdng,HdBoard,None,0.0,3,BrkTil,2,1,1,684.0,4,684,1080,0.0,1,0,3,5,0,0,0,0.0,WD ,95000,118.75,12.75,1.0
1205,60,RL,IR1,Inside,CollgCr,Norm,1Fam,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,3,1,704.0,5,704,1422,0.0,2,1,3,7,1,Attchd,3,440.0,WD ,173000,4.5833333333332575,3.5833333333332575,1.0
1206,20,FV,Reg,Inside,Somerst,Norm,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1,1,1293.0,5,1301,1301,1.0,2,0,2,5,1,Attchd,2,572.0,New,187750,0.6666666666667425,0.6666666666667425,1.0
1207,60,RL,IR1,CulDSac,NWAmes,Norm,1Fam,2Story,7,6,Gable,Plywood,Plywood,BrkFace,123.0,4,CBlock,4,1,1,791.0,4,1236,2093,0.0,2,1,3,7,1,Attchd,3,542.0,WD ,215000,22.916666666666742,17.916666666666742,1.0
1208,20,RL,IR1,Corner,Sawyer,Norm,1Fam,1Story,5,5,Gable,MetalSd,MetalSd,BrkFace,340.0,3,CBlock,3,2,4,1073.0,4,1073,1073,0.0,1,0,3,6,0,Attchd,2,270.0,WD ,120000,41.25,41.25,1.0
1209,20,RL,Reg,Inside,Somerst,Norm,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,143.0,3,PConc,4,3,6,1494.0,5,1506,1506,1.0,2,0,3,7,1,Attchd,2,672.0,WD ,249000,2.3333333333332575,1.3333333333332575,1.0
1210,20,RL,Reg,Inside,NWAmes,RRAn,1Fam,1Story,7,6,Hip,HdBoard,HdBoard,BrkFace,264.0,3,CBlock,3,1,4,1334.0,4,1334,1334,1.0,2,0,3,7,0,Attchd,2,477.0,WD ,164500,39.33333333333326,39.33333333333326,1.0
1211,120,RM,IR1,Inside,GrnHill,Norm,TwnhsE,1Story,7,5,Gable,BrkFace,Wd Sdng,None,0.0,3,CBlock,0,0,0,0.0,4,1295,1295,0.0,2,0,2,5,0,Attchd,2,312.0,WD ,230000,20.916666666666742,20.916666666666742,0.0
1212,70,RM,IR1,Corner,OldTown,Feedr,1Fam,2Story,7,6,Gable,Wd Sdng,Wd Shng,None,0.0,3,BrkTil,3,1,3,672.0,4,672,1344,1.0,1,1,3,6,1,Attchd,1,456.0,WD ,140000,78.75,17.75,1.0
1213,20,RL,Reg,Corner,NAmes,Norm,1Fam,1Story,5,7,Gable,MetalSd,MetalSd,None,0.0,4,CBlock,3,1,5,732.0,3,732,732,1.0,1,0,2,4,0,Detchd,1,240.0,WD ,118900,57.75,57.75,1.0
1214,20,RL,Reg,Inside,CollgCr,Norm,1Fam,1Story,8,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,3,1,1468.0,5,1468,1468,0.0,2,0,3,6,1,Attchd,2,904.0,WD ,239900,1.5,1.5,1.0
1215,120,RL,Reg,Inside,NPkVill,Norm,TwnhsE,1Story,6,5,Gable,Plywood,Plywood,None,0.0,3,CBlock,4,1,5,1069.0,4,1069,1069,0.0,2,0,2,4,1,Attchd,2,440.0,WD ,146300,31.583333333333258,31.583333333333258,1.0
1216,120,RM,Reg,Inside,MeadowV,Norm,TwnhsE,1Story,5,6,Gable,CemntBd,CmentBd,None,0.0,3,PConc,4,1,6,1040.0,4,1040,1040,0.0,1,0,3,6,0,Attchd,1,499.0,WD ,124000,33.5,33.5,1.0
1217,190,RL,Reg,Inside,Sawyer,Norm,2fmCon,SFoyer,5,5,Gable,HdBoard,HdBoard,None,0.0,3,CBlock,4,3,5,925.0,3,999,999,1.0,1,0,3,6,0,Detchd,1,308.0,WD ,130000,44.25,44.25,1.0
1218,20,RL,Reg,Inside,SawyerW,Norm,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,108.0,3,PConc,4,1,1,1349.0,5,1349,1349,0.0,2,0,3,6,0,Attchd,1,539.0,WD ,179000,8.0,7.0,1.0
1219,20,RL,Reg,Corner,Gilbert,Norm,1Fam,1Story,7,5,Gable,HdBoard,HdBoard,None,0.0,3,PConc,4,1,1,1424.0,5,1442,1442,0.0,2,0,3,5,0,Attchd,2,500.0,WD ,180500,19.416666666666742,19.416666666666742,1.0
1220,30,RM,Reg,Corner,OldTown,Artery,1Fam,1Story,4,6,Gable,MetalSd,MetalSd,None,0.0,4,CBlock,3,1,1,747.0,3,747,747,0.0,1,0,2,4,0,Attchd,1,220.0,WD ,80000,65.5,60.5,0.0
1221,20,RL,Reg,Inside,Somerst,Norm,1Fam,1Story,8,5,Gable,CemntBd,CmentBd,Stone,194.0,3,PConc,4,1,1,1573.0,5,1578,1578,0.0,2,0,3,7,1,Attchd,3,840.0,New,287090,1.4166666666667425,0.41666666666674246,1.0
1222,20,RM,Reg,Inside,OldTown,Norm,1Fam,1Story,5,5,Gable,BrkFace,BrkFace,None,0.0,3,PConc,0,0,0,0.0,4,882,882,0.0,1,0,2,4,0,Detchd,1,308.0,WD ,97000,53.0,53.0,1.0
1223,120,RL,Reg,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,40.0,3,PConc,4,3,6,1368.0,5,1511,1511,1.0,2,0,2,5,1,Attchd,3,398.0,WD ,246990,4.4166666666667425,4.4166666666667425,1.0
1224,20,RL,Reg,Inside,Gilbert,Norm,1Fam,1Story,6,6,Gable,HdBoard,HdBoard,BrkCmn,138.0,3,CBlock,3,3,4,1302.0,2,1128,1128,1.0,1,0,3,6,1,Attchd,1,480.0,WD ,154204,43.25,43.25,1.0
1225,20,RL,IR1,Corner,NAmes,Norm,1Fam,1Story,7,7,Gable,HdBoard,HdBoard,BrkFace,125.0,3,CBlock,3,1,4,1312.0,5,1312,1312,0.0,1,1,3,6,1,Attchd,2,495.0,WD ,186000,50.33333333333326,7.3333333333332575,1.0
1226,160,RM,Reg,Inside,BrDale,Norm,Twnhs,2Story,5,5,Gable,HdBoard,HdBoard,BrkFace,356.0,3,CBlock,3,1,3,630.0,3,630,1302,0.0,2,1,3,6,0,Detchd,1,264.0,WD ,111750,37.0,37.0,0.0
1227,20,RL,Reg,Inside,NridgHt,Norm,1Fam,1Story,9,5,Hip,VinylSd,VinylSd,BrkFace,1095.0,3,PConc,5,4,6,2846.0,5,2696,2696,1.0,2,1,3,10,2,Attchd,3,958.0,WD ,500000,7.5,6.5,1.0
1228,60,RL,IR1,Inside,CollgCr,Norm,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1,1,628.0,5,628,1356,0.0,2,1,3,6,1,BuiltIn,3,484.0,New,177439,1.25,1.25,1.0
1229,60,RL,IR1,Inside,NridgHt,Norm,1Fam,2Story,9,5,Gable,VinylSd,VinylSd,Stone,154.0,3,PConc,5,3,6,1104.0,5,1130,2184,1.0,2,1,3,10,1,Attchd,3,836.0,WD ,335000,1.5833333333332575,1.5833333333332575,1.0
1230,60,RL,Reg,Inside,NWAmes,Norm,1Fam,2Story,7,6,Hip,Plywood,Plywood,BrkFace,660.0,3,CBlock,3,1,5,803.0,3,1098,1964,0.0,2,1,4,8,1,Attchd,2,483.0,WD ,205000,32.75,32.75,1.0
1231,120,RL,IR1,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,Gable,CemntBd,CmentBd,None,0.0,3,PConc,4,4,6,1312.0,4,1321,1321,1.0,1,0,1,4,1,Attchd,2,484.0,WD ,212000,17.666666666666742,17.666666666666742,1.0
1232,120,RM,IR1,Corner,Crawfor,Artery,TwnhsE,1Story,8,5,Hip,CemntBd,CmentBd,Stone,186.0,3,PConc,5,4,6,1594.0,5,1646,1646,1.0,2,0,2,5,1,Attchd,3,525.0,WD ,246000,6.4166666666667425,5.4166666666667425,1.0
1233,20,RL,IR1,Inside,NWAmes,Norm,1Fam,1Story,7,7,Gable,WdShing,Plywood,BrkFace,174.0,3,CBlock,4,2,6,1260.0,3,1260,1260,1.0,2,0,3,6,0,Attchd,1,598.0,WD ,181900,25.583333333333258,25.583333333333258,1.0
1234,50,RM,Reg,Corner,OldTown,Norm,1Fam,1.5Fin,5,7,Gable,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1,2,926.0,3,926,1316,1.0,1,0,3,6,0,Detchd,1,484.0,WD ,130000,81.33333333333326,9.333333333333258,0.0
1235,70,RM,Reg,Inside,OldTown,Norm,1Fam,2Story,5,7,Gable,Wd Sdng,Wd Shng,None,0.0,4,BrkTil,2,1,1,264.0,5,768,1432,0.0,2,0,2,7,0,Detchd,1,360.0,WD ,132000,97.41666666666674,5.4166666666667425,1.0
1236,60,RL,Reg,Inside,SawyerW,Norm,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,1,6,779.0,5,1029,1958,1.0,2,1,3,7,1,Attchd,2,499.0,CWD,220000,13.583333333333258,6.5833333333332575,1.0
1237,20,RL,Reg,Inside,CollgCr,Norm,1Fam,1Story,8,5,Hip,VinylSd,VinylSd,None,0.0,3,PConc,4,3,1,1753.0,5,1788,1788,0.0,2,0,3,7,1,Attchd,2,522.0,WD ,236500,8.5,8.5,1.0
1238,60,FV,IR1,Inside,Somerst,RRAn,1Fam,2Story,8,5,Gable,VinylSd,VinylSd,Stone,110.0,3,PConc,4,1,6,832.0,5,832,1935,1.0,2,1,3,8,0,BuiltIn,3,552.0,New,263435,1.0,1.0,1.0
1239,50,RM,Reg,Inside,IDOTRR,Norm,1Fam,1.5Fin,6,6,Gable,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1,1,1272.0,3,1272,1969,0.0,2,0,4,9,1,Detchd,1,400.0,COD,141000,70.91666666666674,50.91666666666674,1.0
1240,60,RL,IR1,Inside,Gilbert,Norm,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,BrkFace,196.0,3,PConc,4,1,1,847.0,5,847,1986,0.0,2,1,4,9,1,BuiltIn,3,434.0,WD ,213000,5.4166666666667425,5.4166666666667425,1.0
1241,20,RL,Reg,Inside,Timber,Norm,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1,1,1214.0,5,1214,1214,0.0,2,0,2,6,0,Attchd,2,520.0,New,179781,1.0833333333332575,0.08333333333325754,1.0
1242,120,RL,Reg,Inside,NridgHt,Norm,TwnhsE,1Story,8,5,Hip,MetalSd,MetalSd,BrkFace,176.0,3,PConc,4,1,6,1342.0,5,1342,1342,1.0,2,0,2,6,1,Attchd,3,550.0,WD ,234250,2.5,1.5,1.0
1243,20,RL,IR1,Corner,Timber,Norm,1Fam,1Story,8,6,Hip,Stone,HdBoard,None,0.0,3,CBlock,4,3,5,1565.0,3,2898,2898,1.0,2,0,2,10,1,Attchd,3,665.0,COD,287000,32.41666666666674,32.41666666666674,1.0
1244,60,RL,IR1,Corner,Gilbert,Norm,1Fam,2Story,8,5,Gable,VinylSd,VinylSd,0,0.0,3,PConc,5,1,6,870.0,5,878,2004,1.0,2,1,4,8,1,BuiltIn,3,644.0,WD ,257500,7.5833333333332575,7.5833333333332575,1.0
1245,30,RM,Reg,Corner,BrkSide,Norm,1Fam,1Story,6,5,Gable,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1,1,960.0,3,986,986,0.0,1,0,2,5,1,Detchd,1,180.0,WD ,102000,81.41666666666674,57.41666666666674,1.0
